"gender","fedchamb_flag","interject","n","date"
"male",0,1,34,2017-10-17
"male",1,0,18,2017-10-17
"male",1,1,1,2017-10-17
NA,0,0,85,2017-10-17
NA,0,1,16,2017-10-17
NA,1,0,10,2017-10-17
NA,1,1,1,2017-10-17
"female",0,0,77,2017-10-16
"female",0,1,8,2017-10-16
"female",1,0,51,2017-10-16
"female",1,1,3,2017-10-16
"male",0,0,188,2017-10-16
"male",0,1,24,2017-10-16
"male",1,0,64,2017-10-16
"male",1,1,5,2017-10-16
NA,0,0,56,2017-10-16
NA,0,1,14,2017-10-16
NA,1,0,7,2017-10-16
NA,1,1,3,2017-10-16
"female",0,0,26,2017-09-14
"female",0,1,13,2017-09-14
"female",1,0,19,2017-09-14
"male",0,0,151,2017-09-14
"male",0,1,36,2017-09-14
"male",1,0,21,2017-09-14
NA,0,0,97,2017-09-14
NA,0,1,23,2017-09-14
NA,1,0,6,2017-09-14
"female",0,0,50,2017-09-13
"female",0,1,6,2017-09-13
"female",1,0,11,2017-09-13
"female",1,1,1,2017-09-13
"male",0,0,130,2017-09-13
"male",0,1,34,2017-09-13
"male",1,0,39,2017-09-13
"male",1,1,4,2017-09-13
NA,0,0,106,2017-09-13
NA,0,1,23,2017-09-13
NA,1,0,18,2017-09-13
NA,1,1,3,2017-09-13
"female",0,0,33,2017-09-12
"female",0,1,3,2017-09-12
"female",1,0,7,2017-09-12
"male",0,0,96,2017-09-12
"male",0,1,40,2017-09-12
"male",1,0,24,2017-09-12
"male",1,1,2,2017-09-12
NA,0,0,44,2017-09-12
NA,0,1,11,2017-09-12
NA,1,0,4,2017-09-12
NA,1,1,3,2017-09-12
"female",0,0,33,2017-09-11
"female",0,1,2,2017-09-11
"female",1,0,40,2017-09-11
"female",1,1,2,2017-09-11
"male",0,0,143,2017-09-11
"male",0,1,52,2017-09-11
"male",1,0,58,2017-09-11
"male",1,1,9,2017-09-11
NA,0,0,71,2017-09-11
NA,0,1,11,2017-09-11
NA,1,0,12,2017-09-11
NA,1,1,2,2017-09-11
"female",0,0,22,2017-09-07
"female",0,1,10,2017-09-07
"female",1,0,16,2017-09-07
"male",0,0,124,2017-09-07
"male",0,1,36,2017-09-07
"male",1,0,32,2017-09-07
"male",1,1,8,2017-09-07
NA,0,0,77,2017-09-07
NA,0,1,20,2017-09-07
NA,1,0,12,2017-09-07
NA,1,1,7,2017-09-07
"female",0,0,33,2017-09-06
"female",0,1,8,2017-09-06
"female",1,0,20,2017-09-06
"female",1,1,2,2017-09-06
"male",0,0,122,2017-09-06
"male",0,1,45,2017-09-06
"male",1,0,16,2017-09-06
"male",1,1,5,2017-09-06
NA,0,0,92,2017-09-06
NA,0,1,27,2017-09-06
NA,1,0,10,2017-09-06
NA,1,1,9,2017-09-06
"female",0,0,33,2017-09-05
"female",0,1,8,2017-09-05
"female",1,0,13,2017-09-05
"female",1,1,1,2017-09-05
"male",0,0,175,2017-09-05
"male",0,1,35,2017-09-05
"male",1,0,35,2017-09-05
NA,0,0,87,2017-09-05
NA,0,1,12,2017-09-05
NA,1,0,7,2017-09-05
NA,1,1,3,2017-09-05
"female",0,0,33,2017-09-04
"female",0,1,3,2017-09-04
"female",1,0,39,2017-09-04
"female",1,1,7,2017-09-04
"male",0,0,134,2017-09-04
"male",0,1,20,2017-09-04
"male",1,0,75,2017-09-04
"male",1,1,7,2017-09-04
NA,0,0,72,2017-09-04
NA,0,1,5,2017-09-04
NA,1,0,9,2017-09-04
NA,1,1,2,2017-09-04
"female",0,0,18,2017-08-17
"female",0,1,5,2017-08-17
"female",1,0,15,2017-08-17
"male",0,0,119,2017-08-17
"male",0,1,21,2017-08-17
"male",1,0,21,2017-08-17
NA,0,0,75,2017-08-17
NA,0,1,7,2017-08-17
NA,1,0,7,2017-08-17
NA,1,1,4,2017-08-17
"female",0,0,39,2017-08-16
"female",0,1,16,2017-08-16
"female",1,0,20,2017-08-16
"female",1,1,5,2017-08-16
"male",0,0,135,2017-08-16
"male",0,1,54,2017-08-16
"male",1,0,32,2017-08-16
NA,0,0,101,2017-08-16
NA,0,1,12,2017-08-16
NA,1,0,14,2017-08-16
NA,1,1,6,2017-08-16
"female",0,0,21,2017-08-15
"female",0,1,7,2017-08-15
"female",1,0,9,2017-08-15
"female",1,1,1,2017-08-15
"male",0,0,121,2017-08-15
"male",0,1,44,2017-08-15
"male",1,0,26,2017-08-15
NA,0,0,95,2017-08-15
NA,0,1,17,2017-08-15
NA,1,0,9,2017-08-15
NA,1,1,2,2017-08-15
"female",0,0,39,2017-08-14
"female",0,1,4,2017-08-14
"female",1,0,44,2017-08-14
"female",1,1,5,2017-08-14
"male",0,0,109,2017-08-14
"male",0,1,29,2017-08-14
"male",1,0,77,2017-08-14
"male",1,1,8,2017-08-14
NA,0,0,65,2017-08-14
NA,0,1,9,2017-08-14
NA,1,0,18,2017-08-14
NA,1,1,9,2017-08-14
"female",0,0,36,2017-08-10
"female",0,1,11,2017-08-10
"female",1,0,11,2017-08-10
"male",0,0,120,2017-08-10
"male",0,1,36,2017-08-10
"male",1,0,29,2017-08-10
"male",1,1,2,2017-08-10
NA,0,0,91,2017-08-10
NA,0,1,17,2017-08-10
NA,1,0,9,2017-08-10
"female",0,0,29,2017-08-09
"female",0,1,6,2017-08-09
"female",1,0,16,2017-08-09
"female",1,1,1,2017-08-09
"male",0,0,114,2017-08-09
"male",0,1,38,2017-08-09
"male",1,0,27,2017-08-09
"male",1,1,2,2017-08-09
NA,0,0,52,2017-08-09
NA,0,1,17,2017-08-09
NA,1,0,8,2017-08-09
NA,1,1,1,2017-08-09
"female",0,0,44,2017-08-08
"female",0,1,2,2017-08-08
"female",1,0,10,2017-08-08
"male",0,0,141,2017-08-08
"male",0,1,7,2017-08-08
"male",1,0,25,2017-08-08
"male",1,1,1,2017-08-08
NA,0,0,49,2017-08-08
NA,0,1,11,2017-08-08
NA,1,0,6,2017-08-08
"female",0,0,27,2017-06-22
"female",0,1,11,2017-06-22
"female",1,0,16,2017-06-22
"male",0,0,145,2017-06-22
"male",0,1,44,2017-06-22
"male",1,0,27,2017-06-22
"male",1,1,2,2017-06-22
NA,0,0,98,2017-06-22
NA,0,1,20,2017-06-22
NA,1,0,8,2017-06-22
"female",0,0,38,2017-06-21
"female",0,1,14,2017-06-21
"female",1,0,40,2017-06-21
"female",1,1,2,2017-06-21
"male",0,0,143,2017-06-21
"male",0,1,29,2017-06-21
"male",1,0,61,2017-06-21
"male",1,1,16,2017-06-21
NA,0,0,77,2017-06-21
NA,0,1,15,2017-06-21
NA,1,0,18,2017-06-21
NA,1,1,9,2017-06-21
"female",0,0,34,2017-06-20
"female",0,1,6,2017-06-20
"female",1,0,19,2017-06-20
"male",0,0,113,2017-06-20
"male",0,1,25,2017-06-20
"male",1,0,23,2017-06-20
"male",1,1,3,2017-06-20
NA,0,0,93,2017-06-20
NA,0,1,6,2017-06-20
NA,1,0,6,2017-06-20
NA,1,1,1,2017-06-20
"female",0,0,38,2017-06-19
"female",0,1,15,2017-06-19
"female",1,0,23,2017-06-19
"female",1,1,2,2017-06-19
"male",0,0,143,2017-06-19
"male",0,1,41,2017-06-19
"male",1,0,56,2017-06-19
"male",1,1,5,2017-06-19
NA,0,0,100,2017-06-19
NA,0,1,13,2017-06-19
NA,1,0,10,2017-06-19
NA,1,1,1,2017-06-19
"female",0,0,25,2017-06-15
"female",0,1,4,2017-06-15
"female",1,0,21,2017-06-15
"female",1,1,3,2017-06-15
"male",0,0,114,2017-06-15
"male",0,1,39,2017-06-15
"male",1,0,56,2017-06-15
"male",1,1,18,2017-06-15
NA,0,0,94,2017-06-15
NA,0,1,11,2017-06-15
NA,1,0,20,2017-06-15
NA,1,1,16,2017-06-15
"female",0,0,26,2017-06-14
"female",0,1,11,2017-06-14
"female",1,0,61,2017-06-14
"female",1,1,25,2017-06-14
"male",0,0,150,2017-06-14
"male",0,1,44,2017-06-14
"male",1,0,105,2017-06-14
"male",1,1,18,2017-06-14
NA,0,0,90,2017-06-14
NA,0,1,19,2017-06-14
NA,1,0,25,2017-06-14
NA,1,1,20,2017-06-14
"female",0,0,30,2017-06-13
"female",0,1,5,2017-06-13
"female",1,0,8,2017-06-13
"female",1,1,2,2017-06-13
"male",0,0,127,2017-06-13
"male",0,1,31,2017-06-13
"male",1,0,64,2017-06-13
"male",1,1,12,2017-06-13
NA,0,0,79,2017-06-13
NA,0,1,17,2017-06-13
NA,1,0,9,2017-06-13
NA,1,1,4,2017-06-13
"female",0,0,33,2017-06-01
"female",0,1,17,2017-06-01
"female",1,0,23,2017-06-01
"female",1,1,7,2017-06-01
"male",0,0,121,2017-06-01
"male",0,1,27,2017-06-01
"male",1,0,45,2017-06-01
"male",1,1,8,2017-06-01
NA,0,0,88,2017-06-01
NA,0,1,13,2017-06-01
NA,1,0,13,2017-06-01
NA,1,1,7,2017-06-01
"female",0,0,33,2017-05-31
"female",0,1,8,2017-05-31
"female",1,0,32,2017-05-31
"male",0,0,121,2017-05-31
"male",0,1,29,2017-05-31
"male",1,0,87,2017-05-31
"male",1,1,15,2017-05-31
NA,0,0,69,2017-05-31
NA,0,1,13,2017-05-31
NA,1,0,19,2017-05-31
NA,1,1,14,2017-05-31
"female",0,0,20,2017-05-30
"female",0,1,7,2017-05-30
"female",1,0,14,2017-05-30
"male",0,0,120,2017-05-30
"male",0,1,48,2017-05-30
"male",1,0,15,2017-05-30
"male",1,1,2,2017-05-30
NA,0,0,49,2017-05-30
NA,0,1,17,2017-05-30
NA,1,0,5,2017-05-30
NA,1,1,2,2017-05-30
"female",0,0,39,2017-05-29
"female",0,1,6,2017-05-29
"female",1,0,19,2017-05-29
"female",1,1,1,2017-05-29
"male",0,0,140,2017-05-29
"male",0,1,32,2017-05-29
"male",1,0,46,2017-05-29
"male",1,1,2,2017-05-29
NA,0,0,63,2017-05-29
NA,0,1,12,2017-05-29
NA,1,0,7,2017-05-29
NA,1,1,4,2017-05-29
"female",0,0,26,2017-05-25
"female",0,1,8,2017-05-25
"female",1,0,8,2017-05-25
"male",0,0,127,2017-05-25
"male",0,1,31,2017-05-25
"male",1,0,25,2017-05-25
"male",1,1,7,2017-05-25
NA,0,0,46,2017-05-25
NA,0,1,14,2017-05-25
NA,1,0,3,2017-05-25
NA,1,1,3,2017-05-25
"female",0,0,31,2017-05-24
"female",0,1,15,2017-05-24
"female",1,0,12,2017-05-24
"female",1,1,1,2017-05-24
"male",0,0,118,2017-05-24
"male",0,1,34,2017-05-24
"male",1,0,29,2017-05-24
NA,0,0,61,2017-05-24
NA,0,1,19,2017-05-24
NA,1,0,6,2017-05-24
NA,1,1,5,2017-05-24
"female",0,0,24,2017-05-23
"female",0,1,16,2017-05-23
"female",1,0,1,2017-05-23
"male",0,0,126,2017-05-23
"male",0,1,49,2017-05-23
"male",1,0,6,2017-05-23
"male",1,1,1,2017-05-23
NA,0,0,50,2017-05-23
NA,0,1,12,2017-05-23
NA,1,0,3,2017-05-23
"female",0,0,26,2017-05-22
"female",0,1,13,2017-05-22
"female",1,0,51,2017-05-22
"female",1,1,5,2017-05-22
"male",0,0,139,2017-05-22
"male",0,1,29,2017-05-22
"male",1,0,79,2017-05-22
"male",1,1,5,2017-05-22
NA,0,0,63,2017-05-22
NA,0,1,7,2017-05-22
NA,1,0,11,2017-05-22
NA,1,1,4,2017-05-22
"female",0,0,21,2017-05-11
"female",0,1,8,2017-05-11
"female",1,0,16,2017-05-11
"female",1,1,1,2017-05-11
"male",0,0,131,2017-05-11
"male",0,1,32,2017-05-11
"male",1,0,31,2017-05-11
"male",1,1,1,2017-05-11
NA,0,0,68,2017-05-11
NA,0,1,13,2017-05-11
NA,1,0,6,2017-05-11
NA,1,1,1,2017-05-11
"female",0,0,52,2017-05-10
"female",0,1,43,2017-05-10
"female",1,0,10,2017-05-10
"male",0,0,139,2017-05-10
"male",0,1,44,2017-05-10
"male",1,0,31,2017-05-10
NA,0,0,67,2017-05-10
NA,0,1,19,2017-05-10
NA,1,0,14,2017-05-10
NA,1,1,1,2017-05-10
"female",0,0,35,2017-05-09
"female",0,1,4,2017-05-09
"male",0,0,172,2017-05-09
"male",0,1,24,2017-05-09
NA,0,0,66,2017-05-09
NA,0,1,22,2017-05-09
"female",0,0,25,2017-03-30
"female",0,1,8,2017-03-30
"female",1,0,12,2017-03-30
"female",1,1,1,2017-03-30
"male",0,0,187,2017-03-30
"male",0,1,62,2017-03-30
"male",1,0,22,2017-03-30
"male",1,1,2,2017-03-30
NA,0,0,113,2017-03-30
NA,0,1,23,2017-03-30
NA,1,0,9,2017-03-30
"female",0,0,42,2017-03-29
"female",0,1,13,2017-03-29
"female",1,0,24,2017-03-29
"female",1,1,17,2017-03-29
"male",0,0,169,2017-03-29
"male",0,1,60,2017-03-29
"male",1,0,37,2017-03-29
"male",1,1,7,2017-03-29
NA,0,0,115,2017-03-29
NA,0,1,27,2017-03-29
NA,1,0,25,2017-03-29
NA,1,1,3,2017-03-29
"female",0,0,38,2017-03-28
"female",0,1,20,2017-03-28
"female",1,0,8,2017-03-28
"male",0,0,113,2017-03-28
"male",0,1,71,2017-03-28
"male",1,0,17,2017-03-28
"male",1,1,1,2017-03-28
NA,0,0,108,2017-03-28
NA,0,1,11,2017-03-28
NA,1,0,7,2017-03-28
NA,1,1,2,2017-03-28
"female",0,0,27,2017-03-27
"female",0,1,7,2017-03-27
"female",1,0,36,2017-03-27
"female",1,1,4,2017-03-27
"male",0,0,131,2017-03-27
"male",0,1,22,2017-03-27
"male",1,0,73,2017-03-27
"male",1,1,12,2017-03-27
NA,0,0,68,2017-03-27
NA,0,1,9,2017-03-27
NA,1,0,19,2017-03-27
NA,1,1,4,2017-03-27
"female",0,0,29,2017-03-23
"female",0,1,12,2017-03-23
"female",1,0,10,2017-03-23
"male",0,0,110,2017-03-23
"male",0,1,44,2017-03-23
"male",1,0,18,2017-03-23
"male",1,1,1,2017-03-23
NA,0,0,62,2017-03-23
NA,0,1,15,2017-03-23
NA,1,0,6,2017-03-23
NA,1,1,1,2017-03-23
"female",0,0,30,2017-03-22
"female",0,1,18,2017-03-22
"female",1,0,11,2017-03-22
"female",1,1,3,2017-03-22
"male",0,0,141,2017-03-22
"male",0,1,52,2017-03-22
"male",1,0,25,2017-03-22
"male",1,1,5,2017-03-22
NA,0,0,97,2017-03-22
NA,0,1,22,2017-03-22
NA,1,0,13,2017-03-22
NA,1,1,3,2017-03-22
"female",0,0,26,2017-03-21
"female",0,1,11,2017-03-21
"female",1,0,9,2017-03-21
"male",0,0,120,2017-03-21
"male",0,1,36,2017-03-21
"male",1,0,26,2017-03-21
"male",1,1,5,2017-03-21
NA,0,0,59,2017-03-21
NA,0,1,15,2017-03-21
NA,1,0,8,2017-03-21
"female",0,0,33,2017-03-20
"female",0,1,10,2017-03-20
"female",1,0,50,2017-03-20
"female",1,1,2,2017-03-20
"male",0,0,130,2017-03-20
"male",0,1,27,2017-03-20
"male",1,0,94,2017-03-20
"male",1,1,24,2017-03-20
NA,0,0,60,2017-03-20
NA,0,1,10,2017-03-20
NA,1,0,13,2017-03-20
NA,1,1,9,2017-03-20
"female",0,0,16,2017-03-02
"female",0,1,10,2017-03-02
"female",1,0,11,2017-03-02
"female",1,1,2,2017-03-02
"male",0,0,123,2017-03-02
"male",0,1,55,2017-03-02
"male",1,0,15,2017-03-02
"male",1,1,1,2017-03-02
NA,0,0,81,2017-03-02
NA,0,1,16,2017-03-02
NA,1,0,7,2017-03-02
NA,1,1,1,2017-03-02
"female",0,0,34,2017-03-01
"female",0,1,13,2017-03-01
"female",1,0,20,2017-03-01
"female",1,1,1,2017-03-01
"male",0,0,132,2017-03-01
"male",0,1,61,2017-03-01
"male",1,0,38,2017-03-01
"male",1,1,11,2017-03-01
NA,0,0,97,2017-03-01
NA,0,1,18,2017-03-01
NA,1,0,11,2017-03-01
NA,1,1,11,2017-03-01
"female",0,0,36,2017-02-28
"female",0,1,29,2017-02-28
"female",1,0,10,2017-02-28
"male",0,0,119,2017-02-28
"male",0,1,43,2017-02-28
"male",1,0,29,2017-02-28
"male",1,1,1,2017-02-28
NA,0,0,86,2017-02-28
NA,0,1,15,2017-02-28
NA,1,0,6,2017-02-28
NA,1,1,1,2017-02-28
"female",0,0,47,2017-02-27
"female",0,1,13,2017-02-27
"female",1,0,39,2017-02-27
"female",1,1,4,2017-02-27
"male",0,0,116,2017-02-27
"male",0,1,29,2017-02-27
"male",1,0,84,2017-02-27
"male",1,1,4,2017-02-27
NA,0,0,66,2017-02-27
NA,0,1,9,2017-02-27
NA,1,0,9,2017-02-27
NA,1,1,7,2017-02-27
"female",0,0,31,2017-02-16
"female",0,1,14,2017-02-16
"female",1,0,14,2017-02-16
"female",1,1,2,2017-02-16
"male",0,0,143,2017-02-16
"male",0,1,44,2017-02-16
"male",1,0,29,2017-02-16
"male",1,1,1,2017-02-16
NA,0,0,95,2017-02-16
NA,0,1,13,2017-02-16
NA,1,0,6,2017-02-16
NA,1,1,2,2017-02-16
"female",0,0,45,2017-02-15
"female",0,1,11,2017-02-15
"female",1,0,20,2017-02-15
"male",0,0,131,2017-02-15
"male",0,1,53,2017-02-15
"male",1,0,14,2017-02-15
NA,0,0,89,2017-02-15
NA,0,1,11,2017-02-15
NA,1,0,8,2017-02-15
NA,1,1,1,2017-02-15
"female",0,0,30,2017-02-14
"female",0,1,19,2017-02-14
"female",1,0,14,2017-02-14
"male",0,0,138,2017-02-14
"male",0,1,50,2017-02-14
"male",1,0,20,2017-02-14
NA,0,0,90,2017-02-14
NA,0,1,20,2017-02-14
NA,1,0,3,2017-02-14
"female",0,0,23,2017-02-13
"female",0,1,11,2017-02-13
"female",1,0,31,2017-02-13
"female",1,1,4,2017-02-13
"male",0,0,137,2017-02-13
"male",0,1,33,2017-02-13
"male",1,0,62,2017-02-13
"male",1,1,6,2017-02-13
NA,0,0,96,2017-02-13
NA,0,1,13,2017-02-13
NA,1,0,13,2017-02-13
NA,1,1,2,2017-02-13
"female",0,0,29,2017-02-09
"female",0,1,11,2017-02-09
"female",1,0,18,2017-02-09
"male",0,0,142,2017-02-09
"male",0,1,49,2017-02-09
"male",1,0,30,2017-02-09
NA,0,0,95,2017-02-09
NA,0,1,18,2017-02-09
NA,1,0,6,2017-02-09
NA,1,1,4,2017-02-09
"female",0,0,33,2017-02-08
"female",0,1,13,2017-02-08
"female",1,0,21,2017-02-08
"female",1,1,1,2017-02-08
"male",0,0,126,2017-02-08
"male",0,1,30,2017-02-08
"male",1,0,41,2017-02-08
NA,0,0,64,2017-02-08
NA,0,1,9,2017-02-08
NA,1,0,22,2017-02-08
NA,1,1,7,2017-02-08
"female",0,0,63,2017-02-07
"female",0,1,4,2017-02-07
"female",1,0,8,2017-02-07
"male",0,0,240,2017-02-07
"male",0,1,25,2017-02-07
"male",1,0,19,2017-02-07
NA,0,0,95,2017-02-07
NA,0,1,13,2017-02-07
NA,1,0,11,2017-02-07
"female",0,0,33,2016-12-01
"female",0,1,18,2016-12-01
"female",1,0,14,2016-12-01
"male",0,0,167,2016-12-01
"male",0,1,67,2016-12-01
"male",1,0,28,2016-12-01
"male",1,1,1,2016-12-01
NA,0,0,175,2016-12-01
NA,0,1,22,2016-12-01
NA,1,0,8,2016-12-01
NA,1,1,2,2016-12-01
"female",0,0,29,2016-11-30
"female",0,1,13,2016-11-30
"female",1,0,16,2016-11-30
"male",0,0,144,2016-11-30
"male",0,1,60,2016-11-30
"male",1,0,22,2016-11-30
"male",1,1,1,2016-11-30
NA,0,0,102,2016-11-30
NA,0,1,16,2016-11-30
NA,1,0,10,2016-11-30
NA,1,1,1,2016-11-30
"female",0,0,25,2016-11-29
"female",0,1,19,2016-11-29
"female",1,0,10,2016-11-29
"male",0,0,147,2016-11-29
"male",0,1,58,2016-11-29
"male",1,0,20,2016-11-29
"male",1,1,1,2016-11-29
NA,0,0,88,2016-11-29
NA,0,1,14,2016-11-29
NA,1,0,8,2016-11-29
"female",0,0,29,2016-11-28
"female",0,1,9,2016-11-28
"female",1,0,46,2016-11-28
"female",1,1,2,2016-11-28
"male",0,0,138,2016-11-28
"male",0,1,33,2016-11-28
"male",1,0,77,2016-11-28
"male",1,1,7,2016-11-28
NA,0,0,58,2016-11-28
NA,0,1,6,2016-11-28
NA,1,0,17,2016-11-28
NA,1,1,6,2016-11-28
"female",0,0,22,2016-11-24
"female",0,1,9,2016-11-24
"female",1,0,17,2016-11-24
"male",0,0,126,2016-11-24
"male",0,1,44,2016-11-24
"male",1,0,22,2016-11-24
NA,0,0,94,2016-11-24
NA,0,1,22,2016-11-24
NA,1,0,9,2016-11-24
"female",0,0,46,2016-11-23
"female",0,1,18,2016-11-23
"female",1,0,14,2016-11-23
"male",0,0,126,2016-11-23
"male",0,1,26,2016-11-23
"male",1,0,38,2016-11-23
NA,0,0,63,2016-11-23
NA,0,1,17,2016-11-23
NA,1,0,9,2016-11-23
NA,1,1,1,2016-11-23
"female",0,0,22,2016-11-22
"female",0,1,10,2016-11-22
"female",1,0,17,2016-11-22
"female",1,1,1,2016-11-22
"male",0,0,105,2016-11-22
"male",0,1,28,2016-11-22
"male",1,0,30,2016-11-22
"male",1,1,6,2016-11-22
NA,0,0,74,2016-11-22
NA,0,1,8,2016-11-22
NA,1,0,14,2016-11-22
NA,1,1,4,2016-11-22
"female",0,0,51,2016-11-21
"female",0,1,9,2016-11-21
"female",1,0,42,2016-11-21
"female",1,1,1,2016-11-21
"male",0,0,128,2016-11-21
"male",0,1,30,2016-11-21
"male",1,0,87,2016-11-21
"male",1,1,17,2016-11-21
NA,0,0,71,2016-11-21
NA,0,1,9,2016-11-21
NA,1,0,21,2016-11-21
NA,1,1,8,2016-11-21
"female",0,0,28,2016-11-10
"female",0,1,7,2016-11-10
"female",1,0,10,2016-11-10
"male",0,0,116,2016-11-10
"male",0,1,35,2016-11-10
"male",1,0,24,2016-11-10
NA,0,0,73,2016-11-10
NA,0,1,10,2016-11-10
NA,1,0,4,2016-11-10
NA,1,1,1,2016-11-10
"female",0,0,37,2016-11-09
"female",0,1,7,2016-11-09
"female",1,0,10,2016-11-09
"male",0,0,155,2016-11-09
"male",0,1,64,2016-11-09
"male",1,0,11,2016-11-09
NA,0,0,83,2016-11-09
NA,0,1,14,2016-11-09
NA,1,0,3,2016-11-09
"female",0,0,30,2016-11-08
"female",0,1,5,2016-11-08
"female",1,0,10,2016-11-08
"female",1,1,5,2016-11-08
"male",0,0,105,2016-11-08
"male",0,1,26,2016-11-08
"male",1,0,30,2016-11-08
"male",1,1,1,2016-11-08
NA,0,0,68,2016-11-08
NA,0,1,21,2016-11-08
NA,1,0,10,2016-11-08
NA,1,1,2,2016-11-08
"female",0,0,25,2016-11-07
"female",0,1,8,2016-11-07
"female",1,0,41,2016-11-07
"female",1,1,3,2016-11-07
"male",0,0,148,2016-11-07
"male",0,1,34,2016-11-07
"male",1,0,71,2016-11-07
"male",1,1,9,2016-11-07
NA,0,0,84,2016-11-07
NA,0,1,8,2016-11-07
NA,1,0,11,2016-11-07
NA,1,1,5,2016-11-07
"female",0,0,30,2016-10-20
"female",0,1,14,2016-10-20
"female",1,0,10,2016-10-20
"male",0,0,117,2016-10-20
"male",0,1,34,2016-10-20
"male",1,0,53,2016-10-20
"male",1,1,6,2016-10-20
NA,0,0,83,2016-10-20
NA,0,1,10,2016-10-20
NA,1,0,6,2016-10-20
NA,1,1,8,2016-10-20
"female",0,0,61,2016-10-19
"female",0,1,9,2016-10-19
"female",1,0,31,2016-10-19
"female",1,1,8,2016-10-19
"male",0,0,117,2016-10-19
"male",0,1,40,2016-10-19
"male",1,0,108,2016-10-19
"male",1,1,53,2016-10-19
NA,0,0,103,2016-10-19
NA,0,1,29,2016-10-19
NA,1,0,67,2016-10-19
NA,1,1,17,2016-10-19
"female",0,0,19,2016-10-18
"female",0,1,21,2016-10-18
"female",1,0,23,2016-10-18
"female",1,1,8,2016-10-18
"male",0,0,145,2016-10-18
"male",0,1,37,2016-10-18
"male",1,0,40,2016-10-18
"male",1,1,5,2016-10-18
NA,0,0,64,2016-10-18
NA,0,1,19,2016-10-18
NA,1,0,12,2016-10-18
NA,1,1,3,2016-10-18
"female",0,0,27,2016-10-17
"female",0,1,15,2016-10-17
"female",1,0,40,2016-10-17
"female",1,1,3,2016-10-17
"male",0,0,142,2016-10-17
"male",0,1,46,2016-10-17
"male",1,0,69,2016-10-17
"male",1,1,4,2016-10-17
NA,0,0,87,2016-10-17
NA,0,1,12,2016-10-17
NA,1,0,12,2016-10-17
NA,1,1,2,2016-10-17
"female",0,0,33,2016-10-13
"female",0,1,10,2016-10-13
"female",1,0,8,2016-10-13
"male",0,0,108,2016-10-13
"male",0,1,25,2016-10-13
"male",1,0,18,2016-10-13
NA,0,0,74,2016-10-13
NA,0,1,13,2016-10-13
NA,1,0,8,2016-10-13
"female",0,0,31,2016-10-12
"female",0,1,4,2016-10-12
"female",1,0,9,2016-10-12
"female",1,1,1,2016-10-12
"male",0,0,131,2016-10-12
"male",0,1,60,2016-10-12
"male",1,0,17,2016-10-12
"male",1,1,1,2016-10-12
NA,0,0,94,2016-10-12
NA,0,1,17,2016-10-12
NA,1,0,5,2016-10-12
NA,1,1,2,2016-10-12
"female",0,0,41,2016-10-11
"female",0,1,8,2016-10-11
"female",1,0,10,2016-10-11
"male",0,0,106,2016-10-11
"male",0,1,27,2016-10-11
"male",1,0,21,2016-10-11
NA,0,0,76,2016-10-11
NA,0,1,17,2016-10-11
NA,1,0,11,2016-10-11
"female",0,0,33,2016-10-10
"female",0,1,14,2016-10-10
"female",1,0,43,2016-10-10
"female",1,1,10,2016-10-10
"male",0,0,120,2016-10-10
"male",0,1,16,2016-10-10
"male",1,0,80,2016-10-10
"male",1,1,4,2016-10-10
NA,0,0,75,2016-10-10
NA,0,1,2,2016-10-10
NA,1,0,19,2016-10-10
NA,1,1,1,2016-10-10
"female",0,0,32,2016-09-15
"female",0,1,12,2016-09-15
"female",1,0,11,2016-09-15
"female",1,1,2,2016-09-15
"male",0,0,111,2016-09-15
"male",0,1,37,2016-09-15
"male",1,0,26,2016-09-15
"male",1,1,2,2016-09-15
NA,0,0,78,2016-09-15
NA,0,1,22,2016-09-15
NA,1,0,9,2016-09-15
NA,1,1,1,2016-09-15
"female",0,0,39,2016-09-14
"female",0,1,11,2016-09-14
"female",1,0,5,2016-09-14
"male",0,0,133,2016-09-14
"male",0,1,39,2016-09-14
"male",1,0,18,2016-09-14
NA,0,0,97,2016-09-14
NA,0,1,18,2016-09-14
NA,1,0,4,2016-09-14
"female",0,0,29,2016-09-13
"female",0,1,9,2016-09-13
"male",0,0,149,2016-09-13
"male",0,1,61,2016-09-13
NA,0,0,141,2016-09-13
NA,0,1,22,2016-09-13
"female",0,0,45,2016-09-12
"female",0,1,14,2016-09-12
"female",1,0,26,2016-09-12
"female",1,1,2,2016-09-12
"male",0,0,172,2016-09-12
"male",0,1,69,2016-09-12
"male",1,0,71,2016-09-12
"male",1,1,7,2016-09-12
NA,0,0,79,2016-09-12
NA,0,1,16,2016-09-12
NA,1,0,7,2016-09-12
NA,1,1,2,2016-09-12
"female",0,0,27,2016-09-01
"female",0,1,8,2016-09-01
"male",0,0,139,2016-09-01
"male",0,1,67,2016-09-01
NA,0,0,137,2016-09-01
NA,0,1,16,2016-09-01
"female",0,0,21,2016-08-31
"female",0,1,9,2016-08-31
"male",0,0,146,2016-08-31
"male",0,1,61,2016-08-31
NA,0,0,129,2016-08-31
NA,0,1,29,2016-08-31
"female",0,0,5,2016-08-30
"male",0,0,38,2016-08-30
NA,0,0,23,2016-08-30
NA,0,1,7,2016-08-30
"female",0,0,53,2016-05-05
"female",0,1,15,2016-05-05
"female",1,0,20,2016-05-05
"male",0,0,124,2016-05-05
