"uniqueID","phid","surname","firstName","displayName","gender","title","prefix","suffix","electorate","party","deathDate","form1","form2","form3","form4","form5"
"Calder1916","JTW","Calder","Stephen","Calder, Sam","male","Mr",NA,"OBE, DFC, AM","Northern Territory","National Country Party",2008-09-30,"Mr Stephen Calder","Mr Calder","Mr STEPHEN CALDER","Mr CALDER","Mr Stephen CALDER"
"Calwell1896","BV8","Calwell","Arthur","Calwell, Arthur","male","Mr","the Rt. Hon.","KCSG","Melbourne","Australian Labor Party",1973-07-08,"Mr Arthur Calwell","Mr Calwell","Mr ARTHUR CALWELL","Mr CALWELL","Mr Arthur CALWELL"
"Cameron1851","JUJ","Cameron","Donald","Cameron, Donald Norman","male","Mr","the Hon.",NA,"Wilmot","Independent",1931-02-17,"Mr Donald Cameron","Mr Cameron","Mr DONALD CAMERON","Mr CAMERON","Mr Donald CAMERON"
"Cameron1873","JVZ","Cameron","Malcolm","Cameron, Malcolm","male","Mr",NA,NA,"Barker","United Australia Party",1935-03-01,"Mr Malcolm Cameron","Mr Cameron","Mr MALCOLM CAMERON","Mr CAMERON","Mr Malcolm CAMERON"
"Cameron1879","JUB","Cameron","Donald","Cameron, Donald Charles","male","Mr","Sir","KCMG, DSO","Lilley","United Australia Party",1960-11-19,"Mr Donald Cameron","Mr Cameron","Mr DONALD CAMERON","Mr CAMERON","Mr Donald CAMERON"
"Cameron1895","JTY","Cameron","Archie","Cameron, Archie","male","Mr","the Hon.",NA,"Barker","Liberal Party of Australia",1956-08-09,"Mr Archie Cameron","Mr Cameron","Mr ARCHIE CAMERON","Mr CAMERON","Mr Archie CAMERON"
"Cameron1900","JU8","Cameron","Donald","Cameron, Donald Alastair","male","Mr","the Hon.","OBE","Oxley","Liberal Party of Australia",1974-01-05,"Mr Donald Cameron","Mr Cameron","Mr DONALD CAMERON","Mr CAMERON","Mr Donald CAMERON"
"Cameron1913","2V4","Cameron","Clyde","Cameron, Clyde","male","Mr","the Hon.","AO","Hindmarsh","Australian Labor Party",2008-03-14,"Mr Clyde Cameron","Mr Cameron","Mr CLYDE CAMERON","Mr CAMERON","Mr Clyde CAMERON"
"Cameron1917","JUF","Cameron","Donald","Cameron, Don James","male","Mr",NA,NA,"Lilley","Australian Labor Party",1964-06-22,"Mr Donald Cameron","Mr Cameron","Mr DONALD CAMERON","Mr CAMERON","Mr Donald CAMERON"
"Cameron1930","AF4","Cameron","Ewen","Cameron, Ewen","male","Mr",NA,NA,"Indi","Liberal Party of Australia",NA,"Mr Ewen Cameron","Mr Cameron","Mr EWEN CAMERON","Mr CAMERON","Mr Ewen CAMERON"
"Cameron1938","BF4","Cameron","Ian","Cameron, Ian","male","Mr",NA,NA,"Maranoa","National Party of Australia",NA,"Mr Ian Cameron","Mr Cameron","Mr IAN CAMERON","Mr CAMERON","Mr Ian CAMERON"
"Cameron1940","9F4","Cameron","Donald","Cameron, Don Milner","male","Mr",NA,"AM","Moreton","Liberal Party of Australia",NA,"Mr Donald Cameron","Mr Cameron","Mr DONALD CAMERON","Mr CAMERON","Mr Donald CAMERON"
"Cameron1965","3K6","Cameron","Ross","Cameron, Ross","male","Mr","the Hon.",NA,"Parramatta","Liberal Party of Australia",NA,"Mr Ross Cameron","Mr Cameron","Mr ROSS CAMERON","Mr CAMERON","Mr Ross CAMERON"
"CameronEoin1951","6V5","Cameron","Eoin","Cameron, Eoin","male","Mr",NA,NA,"Stirling","Liberal Party of Australia",2016-06-23,"Mr Eoin Cameron","Mr Cameron","Mr EOIN CAMERON","Mr CAMERON","Mr Eoin CAMERON"
"Campbell1939","CF4","Campbell","Graeme","Campbell, Graeme","male","Mr",NA,NA,"Kalgoorlie","Independent",NA,"Mr Graeme Campbell","Mr Campbell","Mr GRAEME CAMPBELL","Mr CAMPBELL","Mr Graeme CAMPBELL"
"Campbell1972","HWC","Campbell","Jodie","Campbell, Jodie","female","Ms|Mrs",NA,NA,"Bass","Australian Labor Party",NA,"(Ms|Mrs) Jodie Campbell","(Ms|Mrs) Campbell","(Ms|Mrs) JODIE CAMPBELL","(Ms|Mrs) CAMPBELL","(Ms|Mrs) Jodie CAMPBELL"
"Cann1871","JW6","Cann","George","Cann, George","male","Mr","the Hon.",NA,"Nepean","Australian Labor Party",1948-10-18,"Mr George Cann","Mr Cann","Mr GEORGE CANN","Mr CANN","Mr George CANN"
"Carige1938","JW8","Carige","Colin","Carige, Colin","male","Mr",NA,NA,"Capricornia","National Country Party",2002-05-14,"Mr Colin Carige","Mr Carige","Mr COLIN CARIGE","Mr CARIGE","Mr Colin CARIGE"
"Carlton1935","DF4","Carlton","James","Carlton, Jim","male","Mr","the Hon.","AO","Mackellar","Liberal Party of Australia",2015-12-24,"Mr James Carlton","Mr Carlton","Mr JAMES CARLTON","Mr CARLTON","Mr James CARLTON"
"Carpenter1863","JWA","Carpenter","William","Carpenter, William","male","Mr",NA,NA,"Fremantle","Australian Labor Party",1930-09-11,"Mr William Carpenter","Mr Carpenter","Mr WILLIAM CARPENTER","Mr CARPENTER","Mr William CARPENTER"
"Carr1875","JWC","Carr","Ernest","Carr, Ernie","male","Mr",NA,NA,"Macquarie","Nationalist Party",1956-09-17,"Mr Ernest Carr","Mr Carr","Mr ERNEST CARR","Mr CARR","Mr Ernest CARR"
"Casey1890","JWE","Casey","Richard","Casey, Richard","male","Mr","the Rt. Hon.","KG, GCMG, CH, DSO, MC","La Trobe","Liberal Party of Australia",1976-06-17,"Mr Richard Casey","Mr Casey","Mr RICHARD CASEY","Mr CASEY","Mr Richard CASEY"
"Cash1919","JWK","Cash","Earl","Cash, Doug","male","Mr",NA,NA,"Stirling","Liberal Party of Australia",2002-02-15,"Mr Earl Cash","Mr Cash","Mr EARL CASH","Mr CASH","Mr Earl CASH"
"Cass1927","JNG","Cass","Moses","Cass, Moss","male","Dr|Mr","the Hon.",NA,"Maribyrnong","Australian Labor Party",NA,"(Dr|Mr) Moses Cass","(Dr|Mr) Cass","(Dr|Mr) MOSES CASS","(Dr|Mr) CASS","(Dr|Mr) Moses CASS"
"Catley1942","NT4","Catley","Robert","Catley, Bob","male","Dr|Mr","Dr",NA,"Adelaide","Australian Labor Party",NA,"(Dr|Mr) Robert Catley","(Dr|Mr) Catley","(Dr|Mr) ROBERT CATLEY","(Dr|Mr) CATLEY","(Dr|Mr) Robert CATLEY"
"Catts1877","JWO","Catts","James","Catts, James","male","Mr",NA,NA,"Cook","Australian Labor Party",1951-11-26,"Mr James Catts","Mr Catts","Mr JAMES CATTS","Mr CATTS","Mr James CATTS"
"Causley1940","4K6","Causley","Ian","Causley, Ian","male","Mr","the Hon.",NA,"Page","The Nationals",NA,"Mr Ian Causley","Mr Causley","Mr IAN CAUSLEY","Mr CAUSLEY","Mr Ian CAUSLEY"
"Chalmers1978","37998","Chalmers","James","Chalmers, Jim","male","Dr|Mr","the Hon. Dr",NA,"Rankin","Australian Labor Party",NA,"(Dr|Mr) James Chalmers","(Dr|Mr) Chalmers","(Dr|Mr) JAMES CHALMERS","(Dr|Mr) CHALMERS","(Dr|Mr) James CHALMERS"
"Chambers1897","JWR","Chambers","Cyril","Chambers, Cyril","male","Mr","the Hon.","CBE","Adelaide","Australian Labor Party",1975-10-03,"Mr Cyril Chambers","Mr Chambers","Mr CYRIL CHAMBERS","Mr CHAMBERS","Mr Cyril CHAMBERS"
"Champion1972","HW9","Champion","Nicholas","Champion, Nick","male","Mr",NA,NA,"Spence","Australian Labor Party",NA,"Mr Nicholas Champion","Mr Champion","Mr NICHOLAS CHAMPION","Mr CHAMPION","Mr Nicholas CHAMPION"
"Chaney1914","JWV","Chaney","Frederick","Chaney, Fred Charles","male","Mr","the Hon.","KBE, AFC","Perth","Liberal Party of Australia",2001-12-17,"Mr Frederick Chaney","Mr Chaney","Mr FREDERICK CHANEY","Mr CHANEY","Mr Frederick CHANEY"
"Chaney1941","EF4","Chaney","Frederick","Chaney, Fred Michael","male","Mr","the Hon.","AO","Pearce","Liberal Party of Australia",NA,"Mr Frederick Chaney","Mr Chaney","Mr FREDERICK CHANEY","Mr CHANEY","Mr Frederick CHANEY"
"Chanter1845","JWY","Chanter","John","Chanter, John","male","Mr","the Hon.",NA,"Riverina","Nationalist Party",1931-03-09,"Mr John Chanter","Mr Chanter","Mr JOHN CHANTER","Mr CHANTER","Mr John CHANTER"
"Chapman1864","JX7","Chapman","Austin","Chapman, Austin","male","Mr","the Hon. Sir","KCMG","Eden-Monaro","Nationalist Party",1926-01-12,"Mr Austin Chapman","Mr Chapman","Mr AUSTIN CHAPMAN","Mr CHAPMAN","Mr Austin CHAPMAN"
"Chapman1949","FF4","Chapman","Hedley","Chapman, Grant","male","Mr",NA,NA,NA,"Liberal Party of Australia",NA,"Mr Hedley Chapman","Mr Chapman","Mr HEDLEY CHAPMAN","Mr CHAPMAN","Mr Hedley CHAPMAN"
"Charles1936","OT4","Charles","Robert","Charles, Bob","male","Mr",NA,NA,"La Trobe","Liberal Party of Australia",2016-04-17,"Mr Robert Charles","Mr Charles","Mr ROBERT CHARLES","Mr CHARLES","Mr Robert CHARLES"
"Charles1948","GF4","Charles","David","Charles, David","male","Mr",NA,NA,"Isaacs","Australian Labor Party",NA,"Mr David Charles","Mr Charles","Mr DAVID CHARLES","Mr CHARLES","Mr David CHARLES"
"Charlesworth1952","TD4","Charlesworth","Richard","Charlesworth, Ric","male","Dr|Mr","Dr","AO","Perth","Australian Labor Party",NA,"(Dr|Mr) Richard Charlesworth","(Dr|Mr) Charlesworth","(Dr|Mr) RICHARD CHARLESWORTH","(Dr|Mr) CHARLESWORTH","(Dr|Mr) Richard CHARLESWORTH"
"Charlton1866","JXA","Charlton","Matthew","Charlton, Matthew","male","Mr",NA,NA,"Hunter","Australian Labor Party",1948-12-08,"Mr Matthew Charlton","Mr Charlton","Mr MATTHEW CHARLTON","Mr CHARLTON","Mr Matthew CHARLTON"
"Cheeseman1976","HW7","Cheeseman","Darren","Cheeseman, Darren","male","Mr",NA,NA,"Corangamite","Australian Labor Party",NA,"Mr Darren Cheeseman","Mr Cheeseman","Mr DARREN CHEESEMAN","Mr CHEESEMAN","Mr Darren CHEESEMAN"
"Chester1967","IPZ","Chester","Darren","Chester, Darren","male","Mr","the Hon.",NA,"Gippsland","The Nationals",NA,"Mr Darren Chester","Mr Chester","Mr DARREN CHESTER","Mr CHESTER","Mr Darren CHESTER"
"Chesters1980","249710","Chesters","Lisa","Chesters, Lisa","female","Ms|Mrs",NA,NA,"Bendigo","Australian Labor Party",NA,"(Ms|Mrs) Lisa Chesters","(Ms|Mrs) Chesters","(Ms|Mrs) LISA CHESTERS","(Ms|Mrs) CHESTERS","(Ms|Mrs) Lisa CHESTERS"
"Chifley1885","A48","Chifley","Joseph","Chifley, Ben","male","Mr","the Hon.",NA,"Macquarie","Australian Labor Party",1951-06-13,"Mr Joseph Chifley","Mr Chifley","Mr JOSEPH CHIFLEY","Mr CHIFLEY","Mr Joseph CHIFLEY"
"Child1921","HF4","Child","Gloria","Child, Joan","female","Ms|Mrs","the Hon.","AO","Henty","Australian Labor Party",2013-02-23,"(Ms|Mrs) Gloria Child","(Ms|Mrs) Child","(Ms|Mrs) GLORIA CHILD","(Ms|Mrs) CHILD","(Ms|Mrs) Gloria CHILD"
"Chipp1925","3V4","Chipp","Donald","Chipp, Don","male","Mr","the Hon.","AO",NA,"Australian Democrats",2006-08-28,"Mr Donald Chipp","Mr Chipp","Mr DONALD CHIPP","Mr CHIPP","Mr Donald CHIPP"
"Chresby1908","JUN","Chresby","Arthur","Chresby, Arthur","male","Mr",NA,NA,"Griffith","Liberal Party of Australia",1985-08-25,"Mr Arthur Chresby","Mr Chresby","Mr ARTHUR CHRESBY","Mr CHRESBY","Mr Arthur CHRESBY"
"Christensen1978","230485","Christensen","George","Christensen, George","male","Mr",NA,NA,"Dawson","The Nationals",NA,"Mr George Christensen","Mr Christensen","Mr GEORGE CHRISTENSEN","Mr CHRISTENSEN","Mr George CHRISTENSEN"
"Chynoweth1941","JF4","Chynoweth","Robert","Chynoweth, Bob","male","Mr",NA,NA,"Dunkley","Australian Labor Party",NA,"Mr Robert Chynoweth","Mr Chynoweth","Mr ROBERT CHYNOWETH","Mr CHYNOWETH","Mr Robert CHYNOWETH"
"Ciobo1974","00AN0","Ciobo","Steven","Ciobo, Steve","male","Mr","the Hon.",NA,"Moncrieff","Liberal Party of Australia",NA,"Mr Steven Ciobo","Mr Ciobo","Mr STEVEN CIOBO","Mr CIOBO","Mr Steven CIOBO"
"Clare1972","HWL","Clare","Jason","Clare, Jason","male","Mr","the Hon.",NA,"Blaxland","Australian Labor Party",NA,"Mr Jason Clare","Mr Clare","Mr JASON CLARE","Mr CLARE","Mr Jason CLARE"
"Clarey1890","JUP","Clarey","Percy","Clarey, Percy","male","Mr","the Hon.",NA,"Bendigo","Australian Labor Party",1960-05-17,"Mr Percy Clarey","Mr Clarey","Mr PERCY CLAREY","Mr CLAREY","Mr Percy CLAREY"
"Clark1897","JUQ","Clark","Joseph","Clark, Joe","male","Mr",NA,"CBE","Darling","Australian Labor Party",1992-12-09,"Mr Joseph Clark","Mr Clark","Mr JOSEPH CLARK","Mr CLARK","Mr Joseph CLARK"
"Clarke1857","JUU","Clarke","Francis","Clarke, Francis","male","Mr","the Hon.",NA,"Cowper","Protectionist Party",1939-04-18,"Mr Francis Clarke","Mr Clarke","Mr FRANCIS CLARKE","Mr CLARKE","Mr Francis CLARKE"
